,Job_Title,Industry,Country,Education_Level,Years_Experience,AI_Replacement_Risk,Future_Demand_Score,Remote_Work_Possibility,Average_Salary_USD,Automation_Level,Job_Growth_2030,Work_Hours_Per_Week,Company_Size,AI_Tool_Usage,Performance_Score,Upskilling_Needed,Job_Satisfaction,Hiring_Trend_2026,AWS,Azure,Cloud Computing,Communication,Cybersecurity,Data Visualization,Deep Learning,Docker,Excel,Kubernetes,Leadership,Machine Learning,Project Management,Prompt Engineering,PyTorch,Python,SQL,TensorFlow
880,7,8,6,0,0.6133345137718317,0.65,0.48,1,-0.5052682245798147,0,-1.4320238360108157,0.025396878978617116,0,0,2.65,1,1.06,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
881,5,1,4,3,0.7461771634949921,0.91,0.6,0,-0.5357037350110715,0,1.3410266963202482,-1.2070987185130964,0,0,2.18,0,2.92,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
882,8,8,1,3,1.2775477623876337,0.45,0.31,1,0.03870785569034611,1,-0.6309203488929528,-1.2070987185130964,2,0,3.95,0,1.65,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
883,13,3,2,0,0.4804918640486713,0.64,0.59,0,0.10995872145082679,1,1.0945333156685981,0.3615320419309026,0,1,2.5,1,1.18,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
884,14,1,7,3,-0.05087873484397031,0.85,0.21,2,1.5285134549674453,1,-1.6168938714995533,0.1374419332960456,0,0,4.01,0,3.86,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
885,16,8,2,2,-0.3165640342902911,0.22,0.5,0,-1.3047690083816714,1,0.848039935016948,1.7060726937400446,2,0,3.53,1,4.14,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
886,3,8,9,0,1.410390412110794,0.83,0.67,2,1.4557281773524824,2,1.5875200769718985,1.0338023678354735,1,1,2.01,0,4.77,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
887,15,1,3,1,-1.3793052320755743,0.44,0.97,2,1.4186315142823562,0,-0.13793358758965255,1.594027639422616,1,2,4.6,1,3.82,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
888,19,3,7,1,0.4804918640486713,0.6,0.93,0,1.0544343476449867,1,-0.2611802779154776,1.0338023678354735,0,1,3.29,1,2.18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
889,7,6,6,1,0.3476492143255109,0.76,0.62,0,0.8104989665906732,0,0.9096632801798605,0.5856221505657596,1,0,2.22,1,2.48,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
890,18,0,8,1,-1.3793052320755743,0.46,0.5,2,1.5358425280606185,2,1.0329099705056857,1.0338023678354735,1,2,4.55,1,2.52,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
891,9,5,6,2,-1.2464625823524138,0.89,0.94,1,0.43689675788053683,2,0.10855979306199759,-0.6468734469259538,0,1,4.01,1,2.95,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
892,17,1,3,0,-0.9807772829060931,0.13,0.76,2,0.1616052192822773,0,0.17018313822491013,-0.5348283926085253,0,0,2.22,1,4.24,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
893,0,5,0,0,-1.6449905315218951,0.36,0.43,0,0.5557685468424738,1,-1.1855304553591657,1.369937530787759,1,2,4.49,1,4.75,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
894,13,0,8,2,0.3476492143255109,0.42,0.95,2,0.4291885947997856,0,-1.0622837650333405,1.594027639422616,0,0,2.98,0,1.02,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
895,7,4,0,2,-1.6449905315218951,0.7,0.39,1,-1.0998076884312034,1,-1.4936471811737284,1.145847422152902,1,0,3.92,1,1.37,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0
896,11,2,0,1,1.410390412110794,0.15,0.84,2,-1.3367930863799216,0,-0.2611802779154776,-0.8709635555608108,1,1,4.46,1,1.8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
897,4,6,4,2,0.6133345137718317,0.91,0.4,0,1.5710978969053662,2,1.0329099705056857,-0.6468734469259538,2,0,2.42,0,2.65,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
898,7,4,4,0,0.3476492143255109,0.28,0.96,2,-1.197685112842991,2,1.4642733866460733,0.2494869876134741,2,1,4.71,1,1.14,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
899,16,0,5,3,-0.5822493337366119,0.25,0.34,0,0.4713758948459582,1,-0.3844269682413027,1.369937530787759,2,2,3.59,0,4.45,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
900,16,6,6,0,0.6133345137718317,0.25,0.77,1,-0.5550373243775459,1,-0.44605031340421525,1.145847422152902,2,2,4.76,0,2.62,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
901,0,1,5,3,0.8790198132181525,0.45,0.55,1,-0.4351726806862382,2,-1.3704004908479033,-0.4227833382910969,1,1,2.62,1,3.92,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
902,16,8,4,1,-0.7150919834597723,0.15,0.59,2,1.5671986856045645,1,-1.3087771456849908,-0.08664817533881138,0,2,2.28,1,1.57,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
903,11,7,1,0,-1.6449905315218951,0.42,0.69,2,-0.6381482911779648,0,-1.1855304553591657,-1.0950536641956679,1,2,4.35,0,4.49,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1
904,13,5,4,2,0.21480656460235048,0.12,0.29,0,-0.7290576805799868,0,-0.3844269682413027,-1.5432338814653819,1,2,2.13,0,1.4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
905,9,8,2,1,-1.5121478817987346,0.37,0.79,2,1.4452580729336633,2,-0.5692970037300403,1.7060726937400446,0,0,2.65,0,4.09,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
906,7,8,6,2,-1.3793052320755743,0.16,0.22,2,-0.7294548224717351,0,-0.5076736585671278,0.5856221505657596,0,1,4.87,0,4.52,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
907,10,5,8,1,-0.18372138456713072,0.73,0.92,1,1.501832740603627,1,-1.5552705263366409,-1.5432338814653819,1,2,3.71,1,3.58,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
908,8,9,6,2,1.2775477623876337,0.45,0.41,0,1.5464389958086302,1,1.0945333156685981,1.4819825851051875,2,0,2.58,0,2.23,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
909,11,5,9,0,-0.9807772829060931,0.46,0.8,0,-1.000792994056682,2,1.5875200769718985,-1.6552789357828104,2,2,2.64,0,2.25,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
910,10,2,2,0,-0.4494066840134515,0.22,0.25,1,-0.8607463215028919,1,-1.4320238360108157,-1.6552789357828104,0,1,3.71,0,4.36,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
911,4,1,0,3,-0.7150919834597723,0.27,0.32,2,-1.1925764239627743,0,-1.678517216662466,-0.6468734469259538,0,2,4.87,0,2.34,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0
912,15,8,2,0,0.08196391487919008,0.58,0.53,0,-0.951998697084151,1,1.4642733866460733,-1.6552789357828104,0,1,3.37,0,3.08,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0
913,4,5,8,0,1.2775477623876337,0.16,0.92,0,-1.2025771788731636,1,-1.000660419870428,-0.9830086098782393,1,0,4.87,1,3.59,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
914,9,3,1,3,-1.2464625823524138,0.57,0.59,2,-1.7243494170137599,0,-0.014686897263827485,-0.9830086098782393,0,2,3.0,1,3.92,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
915,8,9,6,0,-1.3793052320755743,0.09,0.24,0,-0.13718989854581395,2,0.6631698995282104,1.7060726937400446,2,0,4.73,0,4.6,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
916,12,2,9,1,-0.9807772829060931,0.95,0.31,0,1.6738854392514966,1,0.7247932446911229,-0.6468734469259538,0,1,3.88,1,1.54,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
917,2,2,6,1,-1.3793052320755743,0.3,0.98,1,1.3542223202024488,2,0.5399232092023853,0.4735770962483311,0,1,4.1,1,3.94,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
918,17,0,8,0,1.2775477623876337,0.93,0.42,1,1.6360847519187258,2,-0.32280362307839017,1.369937530787759,2,0,4.63,1,2.49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
919,19,1,2,1,1.1447051126644732,0.43,0.9,2,0.18218439003650785,2,1.0945333156685981,1.145847422152902,0,1,4.8,0,2.83,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
920,4,1,1,3,-0.4494066840134515,0.07,0.33,1,1.0862959585057033,0,-1.5552705263366409,1.369937530787759,2,0,4.25,1,1.48,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
921,2,4,0,3,-1.6449905315218951,0.4,0.32,0,-1.3605132884597977,1,-0.2611802779154776,-0.31073828397366837,0,2,4.91,0,4.37,2,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
922,9,5,9,2,0.7461771634949921,0.13,0.6,1,0.11856947974009693,2,-0.5076736585671278,0.5856221505657596,2,2,4.9,0,4.92,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
923,1,0,8,0,-0.05087873484397031,0.32,0.68,2,-0.9529915518135218,2,1.5875200769718985,-1.3191437728305249,2,2,4.91,0,1.87,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0
924,0,6,7,1,1.410390412110794,0.19,0.74,0,0.6841717412063703,2,-1.1239071101962532,0.5856221505657596,2,0,2.93,1,3.63,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
925,1,2,5,1,-0.18372138456713072,0.27,0.31,0,-0.4113622190855101,1,-0.8157903843816905,-0.8709635555608108,1,1,4.85,1,4.24,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
926,19,5,7,3,1.2775477623876337,0.42,0.5,0,1.6567722340979785,0,-0.6309203488929528,0.025396878978617116,1,2,3.2,0,3.89,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
927,15,1,4,3,1.6760757115571148,0.56,0.98,2,-0.4628462497794272,2,-0.877413729544603,1.4819825851051875,1,1,2.24,0,2.14,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
928,18,2,5,2,0.7461771634949921,0.78,0.35,1,0.14404071652449985,2,-0.5076736585671278,1.369937530787759,1,1,2.34,1,1.05,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
929,0,7,6,0,-0.7150919834597723,0.21,0.3,2,-0.39157733211477613,2,1.525896731808986,-1.3191437728305249,1,2,4.66,1,3.87,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
930,3,9,6,2,-0.9807772829060931,0.86,0.22,2,1.3106089197268163,1,-1.3704004908479033,-0.4227833382910969,0,0,3.34,0,2.27,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
931,12,8,1,3,-0.8479346331829327,0.77,0.41,0,1.4746285210188679,1,1.7107667672977236,0.5856221505657596,0,1,4.07,0,4.19,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
932,11,1,2,0,0.21480656460235048,0.17,0.54,2,1.4826255145663452,1,-0.6309203488929528,1.594027639422616,2,0,4.48,0,4.26,2,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
933,0,8,8,3,1.1447051126644732,0.63,0.72,2,-1.5286487239026953,0,-1.1855304553591657,-1.4311888271479534,1,1,2.96,1,1.48,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
934,12,2,9,0,-1.2464625823524138,0.53,0.7,2,-1.3336159512459351,2,0.7247932446911229,-0.4227833382910969,1,0,2.46,0,1.7,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
935,9,0,2,0,-0.9807772829060931,0.36,0.77,2,1.1674753715598918,0,1.0329099705056857,1.0338023678354735,1,1,4.1,1,4.57,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
936,9,0,8,0,0.08196391487919008,0.48,0.75,1,-0.693748156022728,1,0.2934298285507352,-0.4227833382910969,2,2,3.19,1,3.2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
937,14,2,2,3,-1.5121478817987346,0.6,0.82,2,-1.1729540041295738,1,0.23180648338782264,-1.3191437728305249,2,2,2.3,1,4.57,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
938,15,9,2,2,0.21480656460235048,0.69,0.41,1,-0.5223814297333328,1,-1.1239071101962532,-0.9830086098782393,2,0,4.95,1,4.81,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
939,10,2,8,0,1.410390412110794,0.95,0.47,1,1.4276755182717156,2,-1.4936471811737284,-0.31073828397366837,2,0,4.98,0,1.84,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
940,3,6,9,2,-0.05087873484397031,0.83,0.39,0,1.3207179860622278,2,-0.6309203488929528,-1.3191437728305249,2,1,3.46,0,1.92,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
941,15,8,6,2,1.1447051126644732,0.11,0.81,1,-0.918729037698145,1,0.5399232092023853,1.2578924764703305,0,2,3.97,0,1.25,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
942,4,5,1,3,1.410390412110794,0.56,0.83,1,1.2187608313079348,1,-1.4320238360108157,0.3615320419309026,0,2,2.99,0,1.07,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
943,0,9,9,0,-1.6449905315218951,0.46,0.59,1,-0.8697722735880807,1,-0.014686897263827485,-1.0950536641956679,0,1,2.21,0,1.38,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
944,7,3,0,3,0.6133345137718317,0.9,0.65,0,1.6458147282665594,0,0.10855979306199759,-0.31073828397366837,2,0,4.86,0,1.86,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
945,15,8,7,2,1.2775477623876337,0.94,0.35,0,0.3274119590871962,0,0.41667651887656026,0.4735770962483311,1,0,3.63,0,1.95,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
946,16,0,9,2,-0.9807772829060931,0.13,0.81,2,-0.18854756591053842,1,-1.1239071101962532,-1.5432338814653819,2,1,3.76,0,4.37,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
947,0,8,8,3,0.6133345137718317,0.77,0.42,1,-1.7119838626570512,2,-0.5076736585671278,-0.6468734469259538,0,0,4.29,0,2.6,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
948,0,7,5,1,-1.6449905315218951,0.4,0.47,1,1.5236033370331024,1,-0.32280362307839017,-0.5348283926085253,0,1,3.41,1,3.36,2,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
949,9,2,4,3,-0.7150919834597723,0.15,0.7,1,1.3316935437978175,1,-1.4936471811737284,0.8097122592006165,1,0,3.4,1,1.72,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
950,16,0,1,2,0.8790198132181525,0.47,0.73,1,0.2740144265512191,0,0.7247932446911229,1.369937530787759,0,0,4.29,0,2.39,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
951,8,7,3,1,1.6760757115571148,0.84,0.94,1,-0.3620263649878679,0,-1.2471538005220781,-0.31073828397366837,0,0,3.77,1,4.34,2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1
952,5,2,8,0,-1.5121478817987346,0.84,0.41,0,0.7437249730644462,2,0.2934298285507352,-0.19869322965623987,2,0,4.17,1,4.95,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
953,17,8,8,1,0.3476492143255109,0.95,0.8,2,0.36382264979884804,2,-0.44605031340421525,-0.6468734469259538,0,2,2.58,0,2.48,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
954,16,1,1,0,1.410390412110794,0.09,0.42,0,0.30369175700732,1,0.5399232092023853,-1.5432338814653819,2,1,4.69,0,1.43,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
955,2,5,4,2,1.0118624629413129,0.37,0.76,0,0.1085867767338781,2,-1.678517216662466,0.2494869876134741,1,1,4.77,1,4.78,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
956,4,0,6,2,-1.5121478817987346,0.34,0.51,2,-1.344031899952243,2,-1.000660419870428,-0.9830086098782393,1,1,4.8,1,1.13,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
957,6,7,2,3,1.2775477623876337,0.29,0.36,0,-1.234529049254732,2,0.2934298285507352,0.921757313518045,0,0,4.4,0,4.13,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
958,0,2,1,3,0.21480656460235048,0.56,0.42,1,1.0122470475988141,1,0.10855979306199759,-0.7589185012433823,2,1,2.91,0,1.23,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
959,11,2,7,2,1.410390412110794,0.6,0.42,2,0.10497639589980255,1,-0.9390370747075155,-1.2070987185130964,0,1,3.87,1,1.04,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
960,8,0,3,3,0.21480656460235048,0.23,0.21,1,-1.640624685471548,1,1.1561566608315106,0.8097122592006165,2,0,4.7,0,2.46,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
961,13,7,5,0,-1.5121478817987346,0.73,0.45,2,-1.4764245651377927,1,-0.8157903843816905,0.921757313518045,0,0,4.31,0,1.68,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
962,6,4,7,0,-0.9807772829060931,0.54,0.56,0,1.007318877760301,1,-0.5692970037300403,-1.5432338814653819,1,1,3.32,0,4.67,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
963,13,7,9,3,-0.18372138456713072,0.42,0.69,0,1.0981560595456414,0,-0.8157903843816905,0.2494869876134741,1,1,4.37,0,3.52,2,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
964,11,1,0,2,1.2775477623876337,0.59,0.83,1,1.0234392281844482,0,1.1561566608315106,0.921757313518045,2,1,3.46,1,2.81,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
965,14,8,2,2,1.2775477623876337,0.93,0.29,0,0.42225666359836056,2,1.4642733866460733,1.594027639422616,0,0,2.15,1,2.82,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
966,19,5,8,2,1.410390412110794,0.14,0.97,2,1.176374960315888,2,-1.3087771456849908,-1.0950536641956679,2,1,4.72,0,3.99,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0
967,17,4,0,0,-0.05087873484397031,0.07,0.88,0,-1.0363913490806667,2,0.9712866253427731,1.145847422152902,1,0,4.64,0,4.4,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
968,16,6,6,3,0.4804918640486713,0.31,0.55,0,-1.6569255549373991,0,-0.3844269682413027,-1.6552789357828104,1,2,2.06,1,1.04,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
969,19,3,8,3,0.08196391487919008,0.22,0.74,0,0.6065485532737462,0,-0.877413729544603,-1.0950536641956679,0,0,2.95,1,2.07,2,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1
970,9,6,1,0,1.6760757115571148,0.19,0.53,0,0.1453043498164263,1,-1.6168938714995533,0.5856221505657596,1,0,4.18,1,1.6,2,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
971,11,3,0,0,0.08196391487919008,0.25,0.32,2,-0.24093419181297443,2,0.9096632801798605,0.921757313518045,2,0,3.23,0,3.66,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
972,6,6,5,1,-0.8479346331829327,0.35,0.4,2,0.6895331567449724,0,-1.3087771456849908,-0.8709635555608108,0,0,4.28,1,1.17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
973,4,5,3,1,1.2775477623876337,0.82,0.27,1,-0.9264010969705555,0,-1.1239071101962532,1.369937530787759,1,0,3.25,0,4.97,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
974,16,7,8,1,-1.5121478817987346,0.29,0.62,1,0.09844160659012584,1,0.5399232092023853,1.594027639422616,0,2,3.33,0,1.98,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
975,18,1,8,0,-0.4494066840134515,0.72,0.81,0,-1.1826117728607257,1,-1.2471538005220781,0.4735770962483311,2,0,4.79,1,1.72,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
976,2,4,3,3,0.4804918640486713,0.31,0.68,0,0.7724636045036875,0,1.7107667672977236,-1.3191437728305249,2,2,4.59,0,1.61,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
977,0,0,0,3,0.08196391487919008,0.23,0.78,2,-1.6503907656277226,0,1.0329099705056857,0.921757313518045,2,0,2.01,1,2.39,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
978,11,8,5,0,-0.5822493337366119,0.41,0.89,2,-1.726371230280842,0,-0.7541670392187779,0.2494869876134741,0,1,4.81,1,4.7,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
979,7,0,2,0,0.6133345137718317,0.53,0.54,2,0.4198738122478707,0,0.7247932446911229,1.4819825851051875,1,0,4.37,1,1.86,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
980,13,1,7,1,-0.7150919834597723,0.92,0.92,1,0.1600888593319656,0,-0.5076736585671278,1.7060726937400446,2,1,4.92,1,1.62,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
981,9,2,7,1,0.4804918640486713,0.66,0.87,1,-0.6854803839126951,2,1.0945333156685981,1.7060726937400446,0,0,2.06,0,2.97,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
982,14,4,3,0,1.5432330618339545,0.06,0.91,2,0.802411713522344,0,-1.1855304553591657,-0.08664817533881138,0,2,4.87,1,2.84,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
983,12,2,9,0,1.2775477623876337,0.54,0.44,1,1.3821847197623638,2,-0.2611802779154776,0.8097122592006165,1,0,3.15,1,3.45,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
984,10,2,5,2,-0.7150919834597723,0.23,0.69,0,1.0624493930966343,2,0.9096632801798605,-0.19869322965623987,0,0,2.03,0,3.95,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
985,10,7,1,3,0.7461771634949921,0.18,0.69,0,0.2573886228103013,2,0.23180648338782264,-1.6552789357828104,0,1,3.66,0,2.23,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,14,7,1,3,0.21480656460235048,0.91,0.35,2,1.1338446740904782,2,1.5875200769718985,-0.08664817533881138,0,0,3.03,0,3.93,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0
987,13,6,0,1,-0.3165640342902911,0.29,0.45,2,1.118067309845568,1,1.5875200769718985,1.4819825851051875,2,1,3.2,0,1.16,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
988,9,6,1,0,-1.6449905315218951,0.21,0.62,0,-0.548917728863788,0,0.5399232092023853,0.2494869876134741,2,0,4.41,0,2.93,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
989,6,2,7,2,-1.6449905315218951,0.36,0.98,2,-0.6251148163669521,1,-0.877413729544603,-1.5432338814653819,0,2,4.16,0,1.41,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
990,2,9,6,2,0.08196391487919008,0.14,0.41,1,0.9306885445570477,0,-1.4936471811737284,0.1374419332960456,1,0,4.74,1,3.12,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
991,0,0,3,2,-0.4494066840134515,0.43,0.9,1,-1.1630976644525475,1,0.6631698995282104,0.4735770962483311,2,2,3.45,0,4.82,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
992,9,3,4,3,0.3476492143255109,0.76,0.3,2,-0.21320646700727433,2,-0.014686897263827485,1.0338023678354735,2,1,4.82,1,1.5,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0
993,15,7,6,2,1.1447051126644732,0.08,0.59,1,0.5287809501077592,2,0.6631698995282104,-0.8709635555608108,0,2,2.98,1,4.39,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
994,9,0,1,0,1.2775477623876337,0.12,0.31,0,-0.1686724194189526,1,-1.678517216662466,0.921757313518045,2,2,2.38,1,4.79,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
995,8,3,5,2,1.2775477623876337,0.75,0.62,0,0.8371977328586617,2,0.4782998640394728,-0.5348283926085253,2,1,3.75,0,1.68,2,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
996,18,4,7,1,-1.5121478817987346,0.93,0.46,1,-0.0019811363096851674,1,0.35505317371364775,1.369937530787759,0,1,3.09,1,2.03,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
997,16,9,6,2,-1.2464625823524138,0.62,0.48,1,-1.0766470953806089,1,-0.32280362307839017,0.3615320419309026,1,0,4.42,0,1.8,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
998,3,6,2,3,-1.3793052320755743,0.51,0.22,2,-0.8206891461488238,0,-0.9390370747075155,-0.8709635555608108,0,0,4.76,1,2.71,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
999,16,6,0,0,-0.3165640342902911,0.48,0.58,0,-1.6989503878460384,1,-0.44605031340421525,-1.0950536641956679,2,2,4.07,0,2.31,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1000,14,3,1,2,0.08196391487919008,0.78,0.6,0,-1.2641341720941515,2,-0.9390370747075155,-0.6468734469259538,1,2,3.49,0,2.77,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1001,18,3,3,3,1.0118624629413129,0.24,0.51,1,1.0363463396662682,2,-0.3844269682413027,-1.5432338814653819,0,0,3.73,1,3.76,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1002,11,2,1,1,0.6133345137718317,0.26,0.21,0,-0.6374623188194904,2,0.9096632801798605,0.1374419332960456,1,2,2.51,0,2.56,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
